league,date,side,position,teamname,adversa_team,gamelength,result,kills,deaths,assists,firstblood,firstdragon,firsttower,totalKills,totalDragons,totalBarons,totalTowers,totalInhibitors
LPL,2025-04-20,Red,team,Ultra Prime,LNG Esports,26.85,0,3,11,10,0.0,1.0,0.0,14,4.0,1.0,10.0,1.0
LAS,2025-04-20,Blue,team,T1 Esports Academy Rookies,Dplus KIA Youth,40.57,0,18,18,38,0.0,0.0,1.0,36,5.0,2.0,13.0,2.0
LAS,2025-04-20,Red,team,Dplus KIA Youth,T1 Esports Academy Rookies,40.57,1,18,19,42,1.0,1.0,0.0,37,5.0,2.0,13.0,2.0
LAS,2025-04-20,Blue,team,KT Rolster Academy,BNK FEARX Academy,36.22,0,18,21,45,0.0,0.0,0.0,39,5.0,2.0,14.0,1.0
LAS,2025-04-20,Red,team,BNK FEARX Academy,KT Rolster Academy,36.22,1,21,18,60,1.0,1.0,1.0,39,5.0,2.0,14.0,1.0
LAS,2025-04-20,Blue,team,Nongshim RedForce Academy,Hanwha Life Esports Academy,23.83,0,12,27,24,0.0,0.0,0.0,39,3.0,0.0,10.0,1.0
LAS,2025-04-20,Red,team,Hanwha Life Esports Academy,Nongshim RedForce Academy,23.83,1,27,12,56,1.0,1.0,1.0,39,3.0,0.0,10.0,1.0
LAS,2025-04-20,Blue,team,DN Freecs Academy,Gen.G Scholars,30.48,1,28,17,48,1.0,0.0,1.0,45,4.0,1.0,14.0,2.0
LAS,2025-04-20,Red,team,Gen.G Scholars,DN Freecs Academy,30.48,0,17,28,35,0.0,1.0,0.0,45,4.0,1.0,14.0,2.0
LCK,2025-04-20,Blue,team,DRX,Dplus KIA,28.3,0,7,23,17,1.0,1.0,0.0,30,4.0,1.0,10.0,1.0
LCK,2025-04-20,Red,team,Dplus KIA,DRX,28.3,1,23,7,51,0.0,0.0,1.0,30,4.0,1.0,10.0,1.0
LPL,2025-04-20,Blue,team,Ultra Prime,LNG Esports,30.43,0,6,24,20,0.0,0.0,0.0,30,4.0,1.0,10.0,2.0
LPL,2025-04-20,Red,team,LNG Esports,Ultra Prime,30.43,1,24,6,74,1.0,1.0,1.0,30,4.0,1.0,10.0,2.0
LAS,2025-04-20,Blue,team,Nongshim RedForce Academy,Hanwha Life Esports Academy,39.63,0,34,28,85,1.0,0.0,1.0,62,5.0,2.0,12.0,2.0
LAS,2025-04-20,Red,team,Hanwha Life Esports Academy,Nongshim RedForce Academy,39.63,1,28,35,68,0.0,1.0,0.0,63,5.0,2.0,12.0,2.0
LAS,2025-04-20,Blue,team,KT Rolster Academy,BNK FEARX Academy,29.3,1,28,8,57,1.0,1.0,1.0,36,4.0,1.0,12.0,2.0
LAS,2025-04-20,Red,team,BNK FEARX Academy,KT Rolster Academy,29.3,0,8,28,21,0.0,0.0,0.0,36,4.0,1.0,12.0,2.0
LAS,2025-04-20,Blue,team,T1 Esports Academy Rookies,Dplus KIA Youth,28.3,1,25,13,46,1.0,1.0,1.0,38,3.0,1.0,12.0,2.0
LAS,2025-04-20,Red,team,Dplus KIA Youth,T1 Esports Academy Rookies,28.3,0,13,25,27,0.0,0.0,0.0,38,3.0,1.0,12.0,2.0
LAS,2025-04-20,Blue,team,Gen.G Scholars,DN Freecs Academy,27.57,0,19,24,23,0.0,0.0,1.0,43,4.0,1.0,16.0,2.0
LAS,2025-04-20,Red,team,DN Freecs Academy,Gen.G Scholars,27.57,1,24,19,52,1.0,1.0,0.0,43,4.0,1.0,16.0,2.0
HC,2025-04-20,Blue,team,Ethereal Enigmas,Dynamo Eclot Talents,38.85,1,19,15,41,0.0,0.0,0.0,34,6.0,1.0,12.0,1.0
HC,2025-04-20,Red,team,Dynamo Eclot Talents,Ethereal Enigmas,38.85,0,15,19,27,1.0,1.0,1.0,34,6.0,1.0,12.0,1.0
LCK,2025-04-20,Blue,team,KT Rolster,DN Freecs,44.45,1,24,16,66,0.0,0.0,1.0,40,6.0,2.0,15.0,4.0
LCK,2025-04-20,Red,team,DN Freecs,KT Rolster,44.45,0,16,24,51,1.0,1.0,0.0,40,6.0,2.0,15.0,4.0
LPL,2025-04-20,Blue,team,Bilibili Gaming,Top Esports,29.13,1,32,9,77,1.0,1.0,1.0,41,4.0,1.0,11.0,1.0
LPL,2025-04-20,Red,team,Top Esports,Bilibili Gaming,29.13,0,9,32,22,0.0,0.0,0.0,41,4.0,1.0,11.0,1.0
LAS,2025-04-20,Blue,team,Dplus KIA Youth,T1 Esports Academy Rookies,26.73,1,20,8,50,1.0,1.0,1.0,28,4.0,0.0,11.0,1.0
LAS,2025-04-20,Red,team,T1 Esports Academy Rookies,Dplus KIA Youth,26.73,0,8,20,20,0.0,0.0,0.0,28,4.0,0.0,11.0,1.0
LAS,2025-04-20,Blue,team,KT Rolster Academy,BNK FEARX Academy,23.02,1,23,11,61,1.0,1.0,1.0,34,3.0,0.0,13.0,3.0
LAS,2025-04-20,Red,team,BNK FEARX Academy,KT Rolster Academy,23.02,0,11,23,21,0.0,0.0,0.0,34,3.0,0.0,13.0,3.0
LCP,2025-04-20,Blue,team,DetonatioN FocusMe,Chiefs Esports Club,32.72,0,11,26,28,0.0,1.0,1.0,37,4.0,1.0,12.0,2.0
LCP,2025-04-20,Red,team,Chiefs Esports Club,DetonatioN FocusMe,32.72,1,26,11,73,1.0,0.0,0.0,37,4.0,1.0,12.0,2.0
LFL2,2025-04-20,Blue,team,Lille Esport,Team Valiant,26.17,0,3,23,5,1.0,0.0,0.0,26,4.0,1.0,12.0,3.0
LFL2,2025-04-20,Red,team,Team Valiant,Lille Esport,26.17,1,23,3,59,0.0,1.0,1.0,26,4.0,1.0,12.0,3.0
HC,2025-04-20,Blue,team,Ethereal Enigmas,Dynamo Eclot Talents,38.22,0,23,30,53,0.0,0.0,1.0,53,6.0,2.0,15.0,1.0
HC,2025-04-20,Red,team,Dynamo Eclot Talents,Ethereal Enigmas,38.22,1,30,23,63,1.0,1.0,0.0,53,6.0,2.0,15.0,1.0
LPL,2025-04-20,Blue,team,Top Esports,Bilibili Gaming,35.12,1,18,7,42,1.0,0.0,1.0,25,5.0,1.0,12.0,1.0
LPL,2025-04-20,Red,team,Bilibili Gaming,Top Esports,35.12,0,7,18,11,0.0,1.0,0.0,25,5.0,1.0,12.0,1.0
LCK,2025-04-20,Blue,team,DN Freecs,KT Rolster,32.32,0,10,27,17,0.0,0.0,1.0,37,5.0,1.0,12.0,1.0
LCK,2025-04-20,Red,team,KT Rolster,DN Freecs,32.32,1,27,10,83,1.0,1.0,0.0,37,5.0,1.0,12.0,1.0
LCP,2025-04-20,Blue,team,DetonatioN FocusMe,Chiefs Esports Club,30.33,1,16,6,47,0.0,1.0,0.0,22,3.0,1.0,10.0,1.0
LCP,2025-04-20,Red,team,Chiefs Esports Club,DetonatioN FocusMe,30.33,0,6,16,12,1.0,0.0,1.0,22,3.0,1.0,10.0,1.0
LFL2,2025-04-20,Blue,team,Skillcamp,Project Conquerors,28.2,0,4,26,8,0.0,0.0,0.0,30,4.0,1.0,11.0,2.0
LFL2,2025-04-20,Red,team,Project Conquerors,Skillcamp,28.2,1,26,4,51,1.0,1.0,1.0,30,4.0,1.0,11.0,2.0
LPL,2025-04-20,Blue,team,Bilibili Gaming,Top Esports,30.03,0,11,21,25,1.0,0.0,0.0,32,4.0,1.0,10.0,1.0
LPL,2025-04-20,Red,team,Top Esports,Bilibili Gaming,30.03,1,21,11,55,0.0,1.0,1.0,32,4.0,1.0,10.0,1.0
HC,2025-04-20,Blue,team,Dynamo Eclot Talents,Ethereal Enigmas,29.57,1,18,13,49,1.0,0.0,1.0,31,5.0,1.0,10.0,1.0
HC,2025-04-20,Red,team,Ethereal Enigmas,Dynamo Eclot Talents,29.57,0,13,18,35,0.0,1.0,0.0,31,5.0,1.0,10.0,1.0
LCP,2025-04-20,Blue,team,DetonatioN FocusMe,Chiefs Esports Club,27.42,1,19,5,48,0.0,1.0,1.0,24,3.0,1.0,13.0,2.0
LCP,2025-04-20,Red,team,Chiefs Esports Club,DetonatioN FocusMe,27.42,0,5,19,14,1.0,0.0,0.0,24,3.0,1.0,13.0,2.0
LFL2,2025-04-20,Blue,team,IziDream,Zerance,37.63,0,10,21,21,1.0,0.0,1.0,31,6.0,1.0,13.0,1.0
LFL2,2025-04-20,Red,team,Zerance,IziDream,37.63,1,21,10,53,0.0,1.0,0.0,31,6.0,1.0,13.0,1.0
HC,2025-04-20,Blue,team,Divernex,Meavedron,32.38,0,12,22,34,0.0,0.0,0.0,34,5.0,1.0,13.0,1.0
HC,2025-04-20,Red,team,Meavedron,Divernex,32.38,1,22,12,56,1.0,1.0,1.0,34,5.0,1.0,13.0,1.0
LPL,2025-04-20,Blue,team,FunPlus Phoenix,Ninjas in Pyjamas,27.92,1,24,6,70,1.0,1.0,1.0,30,4.0,0.0,11.0,1.0
LPL,2025-04-20,Red,team,Ninjas in Pyjamas,FunPlus Phoenix,27.92,0,6,24,17,0.0,0.0,0.0,30,4.0,0.0,11.0,1.0
LCP,2025-04-20,Blue,team,GAM Esports,Team Secret Whales,32.13,1,16,5,44,1.0,0.0,1.0,21,5.0,1.0,11.0,3.0
LCP,2025-04-20,Red,team,Team Secret Whales,GAM Esports,32.13,0,5,16,11,0.0,1.0,0.0,21,5.0,1.0,11.0,3.0
LFL2,2025-04-20,Blue,team,Karmine Corp Blue Stars,Esprit Shōnen,26.08,0,9,25,21,0.0,0.0,0.0,34,3.0,0.0,11.0,1.0
LFL2,2025-04-20,Red,team,Esprit Shōnen,Karmine Corp Blue Stars,26.08,1,25,9,55,1.0,1.0,1.0,34,3.0,0.0,11.0,1.0
HC,2025-04-20,Blue,team,Meavedron,Divernex,30.25,0,19,32,32,0.0,1.0,0.0,51,5.0,1.0,12.0,1.0
HC,2025-04-20,Red,team,Divernex,Meavedron,30.25,1,32,19,58,1.0,0.0,1.0,51,5.0,1.0,12.0,1.0
LPL,2025-04-20,Blue,team,Ninjas in Pyjamas,FunPlus Phoenix,28.98,0,9,28,22,0.0,0.0,0.0,37,4.0,1.0,10.0,1.0
LPL,2025-04-20,Red,team,FunPlus Phoenix,Ninjas in Pyjamas,28.98,1,28,9,65,1.0,1.0,1.0,37,4.0,1.0,10.0,1.0
LCP,2025-04-20,Blue,team,Team Secret Whales,GAM Esports,28.58,1,17,3,25,1.0,1.0,0.0,20,4.0,0.0,10.0,1.0
LCP,2025-04-20,Red,team,GAM Esports,Team Secret Whales,28.58,0,3,17,1,0.0,0.0,1.0,20,4.0,0.0,10.0,1.0
HC,2025-04-20,Blue,team,Divernex,Meavedron,35.0,1,26,14,49,1.0,1.0,1.0,40,5.0,1.0,12.0,2.0
HC,2025-04-20,Red,team,Meavedron,Divernex,35.0,0,14,26,31,0.0,0.0,0.0,40,5.0,1.0,12.0,2.0
LCP,2025-04-20,Blue,team,GAM Esports,Team Secret Whales,32.85,1,11,11,22,1.0,0.0,1.0,22,5.0,1.0,13.0,3.0
LCP,2025-04-20,Red,team,Team Secret Whales,GAM Esports,32.85,0,11,11,13,0.0,1.0,0.0,22,5.0,1.0,13.0,3.0
LEC,2025-04-20,Blue,team,Team Heretics,Team Vitality,36.32,1,21,12,60,0.0,0.0,1.0,33,5.0,2.0,14.0,2.0
LEC,2025-04-20,Red,team,Team Vitality,Team Heretics,36.32,0,12,21,23,1.0,1.0,0.0,33,5.0,2.0,14.0,2.0
LEC,2025-04-20,Blue,team,Team Vitality,Team Heretics,39.37,0,17,24,49,1.0,0.0,0.0,41,6.0,2.0,18.0,3.0
LEC,2025-04-20,Red,team,Team Heretics,Team Vitality,39.37,1,24,17,58,0.0,1.0,1.0,41,6.0,2.0,18.0,3.0
LTA S,2025-04-20,Blue,team,paiN Gaming,Leviatan,22.53,1,14,2,37,0.0,1.0,1.0,16,2.0,0.0,8.0,1.0
LTA S,2025-04-20,Red,team,Leviatan,paiN Gaming,22.53,0,2,14,1,1.0,0.0,0.0,16,2.0,0.0,8.0,1.0
LTA S,2025-04-20,Blue,team,Fluxo W7M,LOUD,27.13,0,3,14,7,1.0,1.0,0.0,17,4.0,1.0,11.0,2.0
LTA S,2025-04-20,Red,team,LOUD,Fluxo W7M,27.13,1,14,3,40,0.0,0.0,1.0,17,4.0,1.0,11.0,2.0
LEC,2025-04-20,Blue,team,Team BDS,G2 Esports,40.47,1,14,7,30,1.0,1.0,1.0,21,7.0,2.0,13.0,2.0
LEC,2025-04-20,Red,team,G2 Esports,Team BDS,40.47,0,7,14,12,0.0,0.0,0.0,21,7.0,2.0,13.0,2.0
LTA S,2025-04-20,Blue,team,Isurus Estral,RED Canids,34.48,1,20,12,52,1.0,1.0,1.0,32,5.0,1.0,12.0,1.0
LTA S,2025-04-20,Red,team,RED Canids,Isurus Estral,34.48,0,12,20,30,0.0,0.0,0.0,32,5.0,1.0,12.0,1.0
LEC,2025-04-20,Blue,team,G2 Esports,Team BDS,45.57,0,10,17,29,0.0,0.0,1.0,27,7.0,3.0,17.0,5.0
LEC,2025-04-20,Red,team,Team BDS,G2 Esports,45.57,1,17,10,56,1.0,1.0,0.0,27,7.0,3.0,17.0,5.0
LTA S,2025-04-20,Blue,team,Vivo Keyd Stars,FURIA,33.05,0,13,11,32,1.0,0.0,1.0,24,5.0,0.0,9.0,1.0
LTA S,2025-04-20,Red,team,FURIA,Vivo Keyd Stars,33.05,1,11,13,40,0.0,1.0,0.0,24,5.0,0.0,9.0,1.0
LTA N,2025-04-20,Blue,team,LYON,100 Thieves,35.4,0,7,14,14,1.0,0.0,0.0,21,5.0,1.0,14.0,2.0
LTA N,2025-04-20,Red,team,100 Thieves,LYON,35.4,1,14,7,43,0.0,1.0,1.0,21,5.0,1.0,14.0,2.0
LRN,2025-04-20,Blue,team,Zeu5 Esports,inf,40.3,0,15,24,37,1.0,1.0,0.0,39,6.0,3.0,18.0,3.0
LRN,2025-04-20,Red,team,inf,Zeu5 Esports,40.3,1,24,15,60,0.0,0.0,1.0,39,6.0,3.0,18.0,3.0
LTA N,2025-04-20,Blue,team,Cloud9,FlyQuest,28.45,1,17,5,43,1.0,1.0,0.0,22,4.0,1.0,11.0,2.0
LTA N,2025-04-20,Red,team,FlyQuest,Cloud9,28.45,0,5,17,17,0.0,0.0,1.0,22,4.0,1.0,11.0,2.0
LRN,2025-04-20,Blue,team,Zeu5 Esports,inf,30.87,1,28,9,63,0.0,1.0,1.0,37,4.0,1.0,12.0,2.0
LRN,2025-04-20,Red,team,inf,Zeu5 Esports,30.87,0,9,28,21,1.0,0.0,0.0,37,4.0,1.0,12.0,2.0
LTA N,2025-04-20,Blue,team,Team Liquid,Shopify Rebellion,31.93,1,17,11,39,1.0,1.0,1.0,28,4.0,1.0,13.0,3.0
LTA N,2025-04-20,Red,team,Shopify Rebellion,Team Liquid,31.93,0,11,17,30,0.0,0.0,0.0,28,4.0,1.0,13.0,3.0
LRN,2025-04-20,Blue,team,inf,Zeu5 Esports,28.5,0,3,17,10,0.0,0.0,0.0,20,4.0,1.0,12.0,1.0
LRN,2025-04-20,Red,team,Zeu5 Esports,inf,28.5,1,17,3,36,1.0,1.0,1.0,20,4.0,1.0,12.0,1.0
LTA N,2025-04-20,Blue,team,Dignitas,Disguised,30.05,1,27,4,63,1.0,1.0,0.0,31,3.0,1.0,15.0,3.0
LTA N,2025-04-20,Red,team,Disguised,Dignitas,30.05,0,4,27,9,0.0,0.0,1.0,31,3.0,1.0,15.0,3.0
LRN,2025-04-20,Blue,team,LYON Academy,SDM Tigres,29.13,0,5,19,7,0.0,0.0,0.0,24,4.0,1.0,12.0,1.0
LRN,2025-04-20,Red,team,SDM Tigres,LYON Academy,29.13,1,19,5,44,1.0,1.0,1.0,24,4.0,1.0,12.0,1.0
LRN,2025-04-21,Blue,team,SDM Tigres,LYON Academy,28.65,1,30,12,72,1.0,0.0,1.0,42,4.0,1.0,12.0,2.0
LRN,2025-04-21,Red,team,LYON Academy,SDM Tigres,28.65,0,12,30,35,0.0,1.0,0.0,42,4.0,1.0,12.0,2.0
LRN,2025-04-21,Blue,team,Fuego,PÊEK Gaming,43.65,1,23,15,55,1.0,0.0,0.0,38,7.0,3.0,15.0,3.0
LRN,2025-04-21,Red,team,PÊEK Gaming,Fuego,43.65,0,15,23,36,0.0,1.0,1.0,38,7.0,3.0,15.0,3.0
LRN,2025-04-21,Blue,team,PÊEK Gaming,Fuego,29.67,0,10,21,13,1.0,1.0,0.0,31,4.0,1.0,14.0,3.0
LRN,2025-04-21,Red,team,Fuego,PÊEK Gaming,29.67,1,21,10,57,0.0,0.0,1.0,31,4.0,1.0,14.0,3.0
LCKC,2025-04-21,Blue,team,Dplus KIA Challengers,Nongshim Esports Academy,30.93,0,5,21,14,0.0,1.0,0.0,26,5.0,1.0,12.0,3.0
LCKC,2025-04-21,Red,team,Nongshim Esports Academy,Dplus KIA Challengers,30.93,1,21,5,66,1.0,0.0,1.0,26,5.0,1.0,12.0,3.0
LCKC,2025-04-21,Blue,team,Dplus KIA Challengers,Nongshim Esports Academy,45.62,1,24,15,64,0.0,1.0,0.0,39,7.0,2.0,17.0,2.0
LCKC,2025-04-21,Red,team,Nongshim Esports Academy,Dplus KIA Challengers,45.62,0,15,24,40,1.0,0.0,1.0,39,7.0,2.0,17.0,2.0
LCKC,2025-04-21,Blue,team,Nongshim Esports Academy,Dplus KIA Challengers,32.65,1,19,10,38,0.0,0.0,1.0,29,5.0,1.0,11.0,3.0
LCKC,2025-04-21,Red,team,Dplus KIA Challengers,Nongshim Esports Academy,32.65,0,10,19,27,1.0,1.0,0.0,29,5.0,1.0,11.0,3.0
LCKC,2025-04-21,Blue,team,Hanwha Life Esports Challengers,BNK FEARX Youth,32.5,1,16,10,29,1.0,1.0,1.0,26,4.0,1.0,10.0,1.0
LCKC,2025-04-21,Red,team,BNK FEARX Youth,Hanwha Life Esports Challengers,32.5,0,10,16,33,0.0,0.0,0.0,26,4.0,1.0,10.0,1.0
PCS,2025-04-21,Blue,team,Deep Cross Gaming,CTBC Flying Oyster Academy,33.83,1,24,11,66,1.0,1.0,1.0,35,4.0,1.0,11.0,2.0
PCS,2025-04-21,Red,team,CTBC Flying Oyster Academy,Deep Cross Gaming,33.83,0,11,24,28,0.0,0.0,0.0,35,4.0,1.0,11.0,2.0
LCKC,2025-04-21,Blue,team,BNK FEARX Youth,Hanwha Life Esports Challengers,28.3,0,4,20,10,0.0,0.0,0.0,24,4.0,1.0,13.0,2.0
LCKC,2025-04-21,Red,team,Hanwha Life Esports Challengers,BNK FEARX Youth,28.3,1,20,4,45,1.0,1.0,1.0,24,4.0,1.0,13.0,2.0
LPL,2025-04-21,Blue,team,JD Gaming,Weibo Gaming,38.93,0,5,16,9,0.0,0.0,1.0,21,5.0,2.0,13.0,1.0
LPL,2025-04-21,Red,team,Weibo Gaming,JD Gaming,38.93,1,16,5,34,1.0,1.0,0.0,21,5.0,2.0,13.0,1.0
PCS,2025-04-21,Blue,team,CTBC Flying Oyster Academy,Deep Cross Gaming,28.45,0,10,29,13,0.0,1.0,0.0,39,3.0,1.0,11.0,1.0
PCS,2025-04-21,Red,team,Deep Cross Gaming,CTBC Flying Oyster Academy,28.45,1,29,10,58,1.0,0.0,1.0,39,3.0,1.0,11.0,1.0
LCKC,2025-04-21,Blue,team,OKSavingsBank BRION Challengers,DN Freecs Challengers,27.53,0,6,18,9,1.0,0.0,0.0,24,4.0,1.0,10.0,1.0
LCKC,2025-04-21,Red,team,DN Freecs Challengers,OKSavingsBank BRION Challengers,27.53,1,18,6,43,0.0,1.0,1.0,24,4.0,1.0,10.0,1.0
LPL,2025-04-21,Blue,team,JD Gaming,Weibo Gaming,34.82,1,8,12,18,0.0,0.0,0.0,20,6.0,1.0,15.0,3.0
LPL,2025-04-21,Red,team,Weibo Gaming,JD Gaming,34.82,0,12,8,30,1.0,1.0,1.0,20,6.0,1.0,15.0,3.0
PCS,2025-04-21,Blue,team,West Point Esports,Ground Zero Gaming,27.03,1,31,11,39,1.0,1.0,1.0,42,4.0,1.0,13.0,2.0
PCS,2025-04-21,Red,team,Ground Zero Gaming,West Point Esports,27.03,0,11,31,17,0.0,0.0,0.0,42,4.0,1.0,13.0,2.0
LCKC,2025-04-21,Blue,team,DN Freecs Challengers,OKSavingsBank BRION Challengers,24.9,1,28,7,59,1.0,1.0,1.0,35,3.0,0.0,12.0,3.0
LCKC,2025-04-21,Red,team,OKSavingsBank BRION Challengers,DN Freecs Challengers,24.9,0,7,28,20,0.0,0.0,0.0,35,3.0,0.0,12.0,3.0
PCS,2025-04-21,Blue,team,Ground Zero Gaming,West Point Esports,31.38,0,19,23,31,1.0,0.0,0.0,42,4.0,1.0,14.0,4.0
PCS,2025-04-21,Red,team,West Point Esports,Ground Zero Gaming,31.38,1,23,19,44,0.0,1.0,1.0,42,4.0,1.0,14.0,4.0
LPL,2025-04-21,Blue,team,Weibo Gaming,JD Gaming,25.23,1,13,1,29,1.0,1.0,1.0,14,4.0,0.0,12.0,1.0
LPL,2025-04-21,Red,team,JD Gaming,Weibo Gaming,25.23,0,1,13,1,0.0,0.0,0.0,14,4.0,0.0,12.0,1.0
LPL,2025-04-21,Blue,team,Team WE,Invictus Gaming,27.23,0,10,21,24,1.0,0.0,0.0,31,4.0,0.0,9.0,1.0
LPL,2025-04-21,Red,team,Invictus Gaming,Team WE,27.23,1,21,10,55,0.0,1.0,1.0,31,4.0,0.0,9.0,1.0
LPL,2025-04-21,Blue,team,Invictus Gaming,Team WE,38.45,1,15,14,37,0.0,0.0,1.0,29,5.0,2.0,11.0,1.0
LPL,2025-04-21,Red,team,Team WE,Invictus Gaming,38.45,0,14,15,36,1.0,1.0,0.0,29,5.0,2.0,11.0,1.0
NEXO,2025-04-21,Blue,team,Oxygen Gaming,eQuizers,29.47,1,15,3,33,1.0,1.0,1.0,18,4.0,1.0,10.0,2.0
NEXO,2025-04-21,Red,team,eQuizers,Oxygen Gaming,29.47,0,3,15,5,0.0,0.0,0.0,18,4.0,1.0,10.0,2.0
LEC,2025-04-21,Blue,team,SK Gaming,Rogue,36.53,1,28,20,76,0.0,0.0,0.0,48,6.0,1.0,12.0,1.0
LEC,2025-04-21,Red,team,Rogue,SK Gaming,36.53,0,20,28,54,1.0,1.0,1.0,48,6.0,1.0,12.0,1.0
NEXO,2025-04-21,Blue,team,Oxygen Gaming,eQuizers,29.47,1,21,5,55,1.0,0.0,1.0,26,4.0,1.0,12.0,2.0
NEXO,2025-04-21,Red,team,eQuizers,Oxygen Gaming,29.47,0,5,21,7,0.0,1.0,0.0,26,4.0,1.0,12.0,2.0
LEC,2025-04-21,Blue,team,Rogue,SK Gaming,31.07,1,16,13,36,1.0,1.0,1.0,29,4.0,1.0,14.0,3.0
LEC,2025-04-21,Red,team,SK Gaming,Rogue,31.07,0,13,16,29,0.0,0.0,0.0,29,4.0,1.0,14.0,3.0
LTA S,2025-04-21,Blue,team,RED Canids,Fluxo W7M,32.35,1,20,9,42,0.0,1.0,0.0,29,4.0,1.0,12.0,3.0
LTA S,2025-04-21,Red,team,Fluxo W7M,RED Canids,32.35,0,9,20,17,1.0,0.0,1.0,29,4.0,1.0,12.0,3.0
NEXO,2025-04-21,Blue,team,Oxygen Gaming,eQuizers,38.5,1,35,21,81,1.0,1.0,0.0,56,5.0,1.0,16.0,7.0
NEXO,2025-04-21,Red,team,eQuizers,Oxygen Gaming,38.5,0,21,35,45,0.0,0.0,1.0,56,5.0,1.0,16.0,7.0
LTA S,2025-04-21,Blue,team,paiN Gaming,Vivo Keyd Stars,43.37,1,14,13,43,0.0,0.0,1.0,27,7.0,2.0,13.0,1.0
LTA S,2025-04-21,Red,team,Vivo Keyd Stars,paiN Gaming,43.37,0,13,14,39,1.0,1.0,0.0,27,7.0,2.0,13.0,1.0
LEC,2025-04-21,Blue,team,SK Gaming,Rogue,30.6,0,6,23,14,0.0,0.0,0.0,29,5.0,1.0,13.0,3.0
LEC,2025-04-21,Red,team,Rogue,SK Gaming,30.6,1,23,6,61,1.0,1.0,1.0,29,5.0,1.0,13.0,3.0
LEC,2025-04-21,Blue,team,Team Vitality,Movistar KOI,30.95,1,18,6,27,0.0,0.0,1.0,24,4.0,1.0,11.0,1.0
LEC,2025-04-21,Red,team,Movistar KOI,Team Vitality,30.95,0,6,18,7,1.0,1.0,0.0,24,4.0,1.0,11.0,1.0
LTA S,2025-04-21,Blue,team,LOUD,FURIA,36.1,1,27,19,59,0.0,1.0,1.0,46,5.0,1.0,11.0,1.0
LTA S,2025-04-21,Red,team,FURIA,LOUD,36.1,0,19,27,47,1.0,0.0,0.0,46,5.0,1.0,11.0,1.0
LEC,2025-04-21,Blue,team,Movistar KOI,Team Vitality,31.45,0,10,20,20,0.0,0.0,0.0,30,4.0,1.0,9.0,1.0
LEC,2025-04-21,Red,team,Team Vitality,Movistar KOI,31.45,1,20,10,47,1.0,1.0,1.0,30,4.0,1.0,9.0,1.0
LTA S,2025-04-21,Blue,team,Isurus Estral,Leviatan,33.13,0,15,37,39,0.0,0.0,0.0,52,4.0,2.0,10.0,2.0
LTA S,2025-04-21,Red,team,Leviatan,Isurus Estral,33.13,1,37,15,71,1.0,1.0,1.0,52,4.0,2.0,10.0,2.0
LTA N,2025-04-21,Blue,team,FlyQuest,Dignitas,27.78,1,14,3,29,1.0,0.0,1.0,17,4.0,1.0,12.0,2.0
LTA N,2025-04-21,Red,team,Dignitas,FlyQuest,27.78,0,3,14,8,0.0,1.0,0.0,17,4.0,1.0,12.0,2.0
LRN,2025-04-21,Blue,team,PÊEK Gaming,inf,41.12,1,20,11,46,1.0,1.0,1.0,31,6.0,1.0,11.0,1.0
LRN,2025-04-21,Red,team,inf,PÊEK Gaming,41.12,0,11,20,31,0.0,0.0,0.0,31,6.0,1.0,11.0,1.0
LTA N,2025-04-21,Blue,team,LYON,Cloud9,26.4,0,5,22,10,0.0,0.0,0.0,27,3.0,0.0,10.0,1.0
LTA N,2025-04-21,Red,team,Cloud9,LYON,26.4,1,22,5,46,1.0,1.0,1.0,27,3.0,0.0,10.0,1.0
LRN,2025-04-21,Blue,team,inf,PÊEK Gaming,30.18,1,20,5,57,1.0,1.0,1.0,25,4.0,1.0,10.0,2.0
LRN,2025-04-21,Red,team,PÊEK Gaming,inf,30.18,0,5,20,12,0.0,0.0,0.0,25,4.0,1.0,10.0,2.0
LTA N,2025-04-21,Blue,team,Disguised,Team Liquid,34.7,1,15,12,33,0.0,1.0,0.0,27,5.0,2.0,12.0,1.0
LTA N,2025-04-21,Red,team,Team Liquid,Disguised,34.7,0,12,15,24,1.0,0.0,1.0,27,5.0,2.0,12.0,1.0
LRN,2025-04-21,Blue,team,PÊEK Gaming,inf,29.95,1,14,6,28,1.0,1.0,1.0,20,4.0,1.0,13.0,2.0
LRN,2025-04-21,Red,team,inf,PÊEK Gaming,29.95,0,6,14,10,0.0,0.0,0.0,20,4.0,1.0,13.0,2.0
LTA N,2025-04-21,Blue,team,100 Thieves,Shopify Rebellion,35.7,1,13,9,39,1.0,1.0,1.0,22,4.0,2.0,9.0,1.0
LTA N,2025-04-21,Red,team,Shopify Rebellion,100 Thieves,35.7,0,9,13,19,0.0,0.0,0.0,22,4.0,2.0,9.0,1.0
LRN,2025-04-21,Blue,team,ODD Esports,Zeu5 Esports,22.35,0,5,27,12,0.0,0.0,0.0,32,3.0,0.0,11.0,3.0
LRN,2025-04-21,Red,team,Zeu5 Esports,ODD Esports,22.35,1,27,5,54,1.0,1.0,1.0,32,3.0,0.0,11.0,3.0
LRN,2025-04-22,Blue,team,Zeu5 Esports,ODD Esports,24.23,1,32,8,54,0.0,0.0,1.0,40,1.0,0.0,10.0,1.0
LRN,2025-04-22,Red,team,ODD Esports,Zeu5 Esports,24.23,0,7,32,15,1.0,1.0,0.0,39,1.0,0.0,10.0,1.0
