league,date,side,position,teamname,adversa_team,gamelength,result,kills,deaths,assists,firstblood,firstdragon,firsttower,totalKills,totalDragons,totalBarons,totalTowers,totalInhibitors
LFL2,2025-01-11,Blue,team,IziDream,Team Valiant,26.53,0,3,13,5,0.0,0.0,0.0,16,2.0,1.0,12.0,2.0
LFL2,2025-01-11,Red,team,Team Valiant,IziDream,26.53,1,13,3,36,1.0,1.0,1.0,16,2.0,1.0,12.0,2.0
LFL2,2025-01-11,Blue,team,Esprit Shōnen,Skillcamp,32.03,1,21,11,53,1.0,0.0,1.0,32,5.0,1.0,13.0,3.0
LFL2,2025-01-11,Red,team,Skillcamp,Esprit Shōnen,32.03,0,10,21,22,0.0,1.0,0.0,31,5.0,1.0,13.0,3.0
LFL2,2025-01-11,Blue,team,Karmine Corp Blue Stars,Project Conquerors,29.7,0,18,22,30,0.0,0.0,0.0,40,4.0,1.0,15.0,3.0
LFL2,2025-01-11,Red,team,Project Conquerors,Karmine Corp Blue Stars,29.7,1,22,18,47,1.0,1.0,1.0,40,4.0,1.0,15.0,3.0
LFL2,2025-01-11,Blue,team,Zerance,Lille Esport,26.53,0,3,18,4,1.0,1.0,0.0,21,4.0,0.0,10.0,2.0
LFL2,2025-01-11,Red,team,Lille Esport,Zerance,26.53,1,18,3,45,0.0,0.0,1.0,21,4.0,0.0,10.0,2.0
LPL,2025-01-12,Blue,team,Weibo Gaming,Oh My God,35.38,1,17,5,33,1.0,1.0,1.0,22,5.0,1.0,14.0,3.0
LPL,2025-01-12,Red,team,Oh My God,Weibo Gaming,35.38,0,5,17,9,0.0,0.0,0.0,22,5.0,1.0,14.0,3.0
LPL,2025-01-12,Blue,team,Oh My God,Weibo Gaming,32.53,0,11,18,27,0.0,0.0,0.0,29,4.0,1.0,12.0,3.0
LPL,2025-01-12,Red,team,Weibo Gaming,Oh My God,32.53,1,18,11,40,1.0,1.0,1.0,29,4.0,1.0,12.0,3.0
LFL2,2025-01-12,Blue,team,Team Valiant,Karmine Corp Blue Stars,23.33,1,26,3,70,1.0,1.0,1.0,29,1.0,0.0,13.0,2.0
LFL2,2025-01-12,Red,team,Karmine Corp Blue Stars,Team Valiant,23.33,0,3,26,6,0.0,0.0,0.0,29,1.0,0.0,13.0,2.0
LPL,2025-01-12,Blue,team,Oh My God,Weibo Gaming,33.57,0,18,22,40,0.0,1.0,1.0,40,3.0,1.0,13.0,2.0
LPL,2025-01-12,Red,team,Weibo Gaming,Oh My God,33.57,1,22,18,44,1.0,0.0,0.0,40,3.0,1.0,13.0,2.0
LFL2,2025-01-12,Blue,team,IziDream,Skillcamp,21.72,1,16,0,42,1.0,1.0,1.0,16,2.0,0.0,11.0,2.0
LFL2,2025-01-12,Red,team,Skillcamp,IziDream,21.72,0,0,16,0,0.0,0.0,0.0,16,2.0,0.0,11.0,2.0
LFL2,2025-01-12,Blue,team,Esprit Shōnen,Zerance,29.22,1,16,12,38,0.0,1.0,1.0,28,4.0,1.0,14.0,3.0
LFL2,2025-01-12,Red,team,Zerance,Esprit Shōnen,29.22,0,12,16,28,1.0,0.0,0.0,28,4.0,1.0,14.0,3.0
LFL2,2025-01-12,Blue,team,Project Conquerors,Lille Esport,32.7,1,24,17,70,0.0,0.0,1.0,41,5.0,1.0,10.0,1.0
LFL2,2025-01-12,Red,team,Lille Esport,Project Conquerors,32.7,0,17,24,37,1.0,1.0,0.0,41,5.0,1.0,10.0,1.0
LCKC,2025-01-13,Blue,team,Nongshim Esports Academy,DN Freecs Challengers,30.93,0,7,11,23,1.0,0.0,0.0,18,2.0,1.0,11.0,2.0
LCKC,2025-01-13,Red,team,DN Freecs Challengers,Nongshim Esports Academy,30.93,1,11,7,33,0.0,1.0,1.0,18,2.0,1.0,11.0,2.0
LCKC,2025-01-13,Blue,team,DN Freecs Challengers,Nongshim Esports Academy,30.65,1,17,12,26,1.0,0.0,1.0,29,3.0,1.0,11.0,2.0
LCKC,2025-01-13,Red,team,Nongshim Esports Academy,DN Freecs Challengers,30.65,0,11,17,12,0.0,1.0,0.0,28,3.0,1.0,11.0,2.0
LCKC,2025-01-13,Blue,team,OKSavingsBank BRION Challengers,T1 Esports Academy,30.15,0,4,9,13,1.0,0.0,0.0,13,4.0,0.0,11.0,1.0
LCKC,2025-01-13,Red,team,T1 Esports Academy,OKSavingsBank BRION Challengers,30.15,1,9,4,30,0.0,1.0,1.0,13,4.0,0.0,11.0,1.0
LCKC,2025-01-13,Blue,team,OKSavingsBank BRION Challengers,T1 Esports Academy,28.8,0,6,13,12,0.0,1.0,0.0,19,4.0,1.0,12.0,3.0
LCKC,2025-01-13,Red,team,T1 Esports Academy,OKSavingsBank BRION Challengers,28.8,1,13,6,14,1.0,0.0,1.0,19,4.0,1.0,12.0,3.0
LPL,2025-01-13,Blue,team,LNG Esports,ThunderTalk Gaming,34.97,1,20,14,42,0.0,0.0,1.0,34,5.0,1.0,9.0,1.0
LPL,2025-01-13,Red,team,ThunderTalk Gaming,LNG Esports,34.97,0,14,20,24,1.0,1.0,0.0,34,5.0,1.0,9.0,1.0
LCKC,2025-01-13,Blue,team,BNK FEARX Youth,Hanwha Life Esports Challengers,29.38,0,4,17,11,1.0,1.0,0.0,21,4.0,1.0,10.0,1.0
LCKC,2025-01-13,Red,team,Hanwha Life Esports Challengers,BNK FEARX Youth,29.38,1,17,4,38,0.0,0.0,1.0,21,4.0,1.0,10.0,1.0
LPL,2025-01-13,Blue,team,ThunderTalk Gaming,LNG Esports,34.22,1,19,7,61,0.0,0.0,0.0,26,3.0,2.0,11.0,1.0
LPL,2025-01-13,Red,team,LNG Esports,ThunderTalk Gaming,34.22,0,7,19,16,1.0,1.0,1.0,26,3.0,2.0,11.0,1.0
LCKC,2025-01-13,Blue,team,Hanwha Life Esports Challengers,BNK FEARX Youth,27.8,0,3,12,6,1.0,0.0,0.0,15,3.0,1.0,10.0,1.0
LCKC,2025-01-13,Red,team,BNK FEARX Youth,Hanwha Life Esports Challengers,27.8,1,12,3,27,0.0,1.0,1.0,15,3.0,1.0,10.0,1.0
LPL,2025-01-13,Blue,team,LNG Esports,ThunderTalk Gaming,29.88,0,9,17,25,0.0,0.0,1.0,26,4.0,1.0,11.0,1.0
LPL,2025-01-13,Red,team,ThunderTalk Gaming,LNG Esports,29.88,1,17,9,51,1.0,1.0,0.0,26,4.0,1.0,11.0,1.0
LCKC,2025-01-13,Blue,team,Hanwha Life Esports Challengers,BNK FEARX Youth,31.18,0,4,14,10,0.0,0.0,1.0,18,4.0,1.0,9.0,1.0
LCKC,2025-01-13,Red,team,BNK FEARX Youth,Hanwha Life Esports Challengers,31.18,1,14,4,41,1.0,1.0,0.0,18,4.0,1.0,9.0,1.0
LPL,2025-01-13,Blue,team,LNG Esports,ThunderTalk Gaming,40.85,0,14,16,32,0.0,0.0,0.0,30,6.0,3.0,14.0,1.0
LPL,2025-01-13,Red,team,ThunderTalk Gaming,LNG Esports,40.85,1,15,14,47,1.0,1.0,1.0,29,6.0,3.0,14.0,1.0
LCKC,2025-01-14,Blue,team,Dplus KIA Challengers,KT Rolster Challengers,26.17,0,3,18,8,0.0,0.0,0.0,21,4.0,0.0,9.0,1.0
LCKC,2025-01-14,Red,team,KT Rolster Challengers,Dplus KIA Challengers,26.17,1,18,3,48,1.0,1.0,1.0,21,4.0,0.0,9.0,1.0
LCKC,2025-01-14,Blue,team,KT Rolster Challengers,Dplus KIA Challengers,28.95,1,9,6,22,1.0,1.0,1.0,15,4.0,1.0,8.0,1.0
LCKC,2025-01-14,Red,team,Dplus KIA Challengers,KT Rolster Challengers,28.95,0,6,9,18,0.0,0.0,0.0,15,4.0,1.0,8.0,1.0
LPL,2025-01-14,Blue,team,Royal Never Give Up,FunPlus Phoenix,32.17,0,5,16,14,0.0,0.0,1.0,21,5.0,1.0,14.0,3.0
LPL,2025-01-14,Red,team,FunPlus Phoenix,Royal Never Give Up,32.17,1,16,5,49,1.0,1.0,0.0,21,5.0,1.0,14.0,3.0
LPL,2025-01-14,Blue,team,Royal Never Give Up,FunPlus Phoenix,35.37,1,22,8,57,1.0,0.0,1.0,30,5.0,1.0,12.0,1.0
LPL,2025-01-14,Red,team,FunPlus Phoenix,Royal Never Give Up,35.37,0,8,22,18,0.0,1.0,0.0,30,5.0,1.0,12.0,1.0
LCKC,2025-01-14,Blue,team,DRX Challengers,Gen.G Global Academy,29.4,1,8,4,17,0.0,0.0,1.0,12,4.0,1.0,11.0,2.0
LCKC,2025-01-14,Red,team,Gen.G Global Academy,DRX Challengers,29.4,0,4,8,11,1.0,1.0,0.0,12,4.0,1.0,11.0,2.0
LPL,2025-01-14,Blue,team,FunPlus Phoenix,Royal Never Give Up,29.12,0,6,14,13,0.0,1.0,0.0,20,4.0,1.0,13.0,2.0
LPL,2025-01-14,Red,team,Royal Never Give Up,FunPlus Phoenix,29.12,1,14,6,29,1.0,0.0,1.0,20,4.0,1.0,13.0,2.0
LCKC,2025-01-14,Blue,team,Gen.G Global Academy,DRX Challengers,37.13,0,11,20,24,0.0,0.0,0.0,31,5.0,0.0,13.0,1.0
LCKC,2025-01-14,Red,team,DRX Challengers,Gen.G Global Academy,37.13,1,20,11,53,1.0,1.0,1.0,31,5.0,0.0,13.0,1.0
LPL,2025-01-14,Blue,team,FunPlus Phoenix,Royal Never Give Up,44.93,0,12,19,37,0.0,0.0,0.0,31,6.0,2.0,18.0,4.0
LPL,2025-01-14,Red,team,Royal Never Give Up,FunPlus Phoenix,44.93,1,19,12,43,1.0,1.0,1.0,31,6.0,2.0,18.0,4.0
LVP SL,2025-01-14,Blue,team,Ramboot Club,ZETA,28.28,1,17,4,54,1.0,0.0,1.0,21,4.0,1.0,12.0,3.0
LVP SL,2025-01-14,Red,team,ZETA,Ramboot Club,28.28,0,4,17,11,0.0,1.0,0.0,21,4.0,1.0,12.0,3.0
LVP SL,2025-01-14,Blue,team,LUA Gaming,Guasones,25.68,1,11,6,17,1.0,0.0,1.0,17,3.0,0.0,10.0,2.0
LVP SL,2025-01-14,Red,team,Guasones,LUA Gaming,25.68,0,6,11,13,0.0,1.0,0.0,17,3.0,0.0,10.0,2.0
LVP SL,2025-01-14,Blue,team,GIANTX Pride,Veni Vidi Vici,28.18,0,8,23,15,1.0,1.0,0.0,31,3.0,1.0,11.0,1.0
LVP SL,2025-01-14,Red,team,Veni Vidi Vici,GIANTX Pride,28.18,1,23,8,56,0.0,0.0,1.0,31,3.0,1.0,11.0,1.0
LVP SL,2025-01-14,Blue,team,Movistar KOI Fénix,UCAM Esports,37.27,0,3,10,4,1.0,0.0,0.0,13,3.0,1.0,12.0,1.0
LVP SL,2025-01-14,Red,team,UCAM Esports,Movistar KOI Fénix,37.27,1,10,3,22,0.0,1.0,1.0,13,3.0,1.0,12.0,1.0
LVP SL,2025-01-14,Blue,team,Los Heretics,Barça eSports,30.45,1,19,2,50,0.0,0.0,1.0,21,4.0,1.0,12.0,1.0
LVP SL,2025-01-14,Red,team,Barça eSports,Los Heretics,30.45,0,2,19,3,1.0,1.0,0.0,21,4.0,1.0,12.0,1.0
LCK,2025-01-15,Blue,team,OKSavingsBank BRION,DRX,29.03,1,18,2,50,0.0,1.0,1.0,20,4.0,1.0,11.0,2.0
LCK,2025-01-15,Red,team,DRX,OKSavingsBank BRION,29.03,0,2,18,6,1.0,0.0,0.0,20,4.0,1.0,11.0,2.0
LCK,2025-01-15,Blue,team,DRX,OKSavingsBank BRION,27.58,1,13,5,37,0.0,1.0,1.0,18,4.0,1.0,8.0,1.0
LCK,2025-01-15,Red,team,OKSavingsBank BRION,DRX,27.58,0,5,13,15,1.0,0.0,0.0,18,4.0,1.0,8.0,1.0
LPL,2025-01-15,Blue,team,Ultra Prime,Weibo Gaming,37.33,0,17,20,39,0.0,0.0,1.0,37,5.0,1.0,12.0,1.0
LPL,2025-01-15,Red,team,Weibo Gaming,Ultra Prime,37.33,1,20,17,51,1.0,1.0,0.0,37,5.0,1.0,12.0,1.0
LCK,2025-01-15,Blue,team,OKSavingsBank BRION,DRX,41.33,0,17,22,46,1.0,0.0,0.0,39,6.0,3.0,14.0,4.0
LCK,2025-01-15,Red,team,DRX,OKSavingsBank BRION,41.33,1,22,17,50,0.0,1.0,1.0,39,6.0,3.0,14.0,4.0
LPL,2025-01-15,Blue,team,Ultra Prime,Weibo Gaming,30.78,1,23,8,61,1.0,1.0,0.0,31,4.0,1.0,13.0,1.0
LPL,2025-01-15,Red,team,Weibo Gaming,Ultra Prime,30.78,0,7,23,12,0.0,0.0,1.0,30,4.0,1.0,13.0,1.0
LPL,2025-01-15,Blue,team,Weibo Gaming,Ultra Prime,21.45,1,19,5,45,1.0,0.0,1.0,24,3.0,0.0,8.0,1.0
LPL,2025-01-15,Red,team,Ultra Prime,Weibo Gaming,21.45,0,4,19,9,0.0,1.0,0.0,23,3.0,0.0,8.0,1.0
LCK,2025-01-15,Blue,team,DN Freecs,Nongshim RedForce,46.23,1,18,10,43,0.0,1.0,0.0,28,7.0,2.0,14.0,1.0
LCK,2025-01-15,Red,team,Nongshim RedForce,DN Freecs,46.23,0,10,18,27,1.0,0.0,1.0,28,7.0,2.0,14.0,1.0
LPL,2025-01-15,Blue,team,Ultra Prime,Weibo Gaming,30.23,0,7,20,15,1.0,0.0,0.0,27,4.0,1.0,11.0,2.0
LPL,2025-01-15,Red,team,Weibo Gaming,Ultra Prime,30.23,1,20,8,47,0.0,1.0,1.0,28,4.0,1.0,11.0,2.0
LCK,2025-01-15,Blue,team,Nongshim RedForce,DN Freecs,33.65,1,13,14,33,0.0,1.0,1.0,27,5.0,1.0,10.0,1.0
LCK,2025-01-15,Red,team,DN Freecs,Nongshim RedForce,33.65,0,14,13,37,1.0,0.0,0.0,27,5.0,1.0,10.0,1.0
LCK,2025-01-15,Blue,team,DN Freecs,Nongshim RedForce,34.55,1,19,10,58,0.0,1.0,0.0,29,3.0,1.0,12.0,1.0
LCK,2025-01-15,Red,team,Nongshim RedForce,DN Freecs,34.55,0,10,19,26,1.0,0.0,1.0,29,3.0,1.0,12.0,1.0
NLC,2025-01-15,Blue,team,Los Ratones,NORD Esports,26.53,1,20,7,58,1.0,1.0,1.0,27,4.0,1.0,11.0,2.0
NLC,2025-01-15,Red,team,NORD Esports,Los Ratones,26.53,0,7,20,13,0.0,0.0,0.0,27,4.0,1.0,11.0,2.0
LVP SL,2025-01-15,Blue,team,GIANTX Pride,LUA Gaming,31.83,0,8,18,11,0.0,0.0,0.0,26,4.0,1.0,11.0,1.0
LVP SL,2025-01-15,Red,team,LUA Gaming,GIANTX Pride,31.83,1,18,8,55,1.0,1.0,1.0,26,4.0,1.0,11.0,1.0
LVP SL,2025-01-15,Blue,team,UCAM Esports,Ramboot Club,32.92,0,6,20,12,1.0,0.0,1.0,26,5.0,1.0,11.0,1.0
LVP SL,2025-01-15,Red,team,Ramboot Club,UCAM Esports,32.92,1,20,6,53,0.0,1.0,0.0,26,5.0,1.0,11.0,1.0
NLC,2025-01-15,Blue,team,Bulldog Esports,Verdant,37.92,0,15,25,33,0.0,0.0,0.0,40,6.0,2.0,11.0,1.0
NLC,2025-01-15,Red,team,Verdant,Bulldog Esports,37.92,1,25,15,50,1.0,1.0,1.0,40,6.0,2.0,11.0,1.0
LVP SL,2025-01-15,Blue,team,Movistar KOI Fénix,Guasones,26.1,1,18,10,50,0.0,0.0,1.0,28,3.0,0.0,11.0,2.0
LVP SL,2025-01-15,Red,team,Guasones,Movistar KOI Fénix,26.1,0,10,18,20,1.0,1.0,0.0,28,3.0,0.0,11.0,2.0
NLC,2025-01-15,Blue,team,Lundqvist Lightside,Los Ratones,26.42,0,9,25,15,0.0,0.0,0.0,34,4.0,1.0,13.0,2.0
NLC,2025-01-15,Red,team,Los Ratones,Lundqvist Lightside,26.42,1,25,9,60,1.0,1.0,1.0,34,4.0,1.0,13.0,2.0
LVP SL,2025-01-15,Blue,team,Veni Vidi Vici,Los Heretics,19.95,0,2,11,5,0.0,0.0,0.0,13,2.0,0.0,8.0,1.0
LVP SL,2025-01-15,Red,team,Los Heretics,Veni Vidi Vici,19.95,1,11,2,24,1.0,1.0,1.0,13,2.0,0.0,8.0,1.0
NLC,2025-01-15,Blue,team,Verdant,NORD Esports,31.97,0,10,28,18,1.0,0.0,1.0,38,5.0,1.0,14.0,2.0
NLC,2025-01-15,Red,team,NORD Esports,Verdant,31.97,1,28,10,69,0.0,1.0,0.0,38,5.0,1.0,14.0,2.0
LVP SL,2025-01-15,Blue,team,Barça eSports,ZETA,21.95,1,19,2,46,1.0,0.0,1.0,21,3.0,0.0,10.0,1.0
LVP SL,2025-01-15,Red,team,ZETA,Barça eSports,21.95,0,2,19,5,0.0,1.0,0.0,21,3.0,0.0,10.0,1.0
NLC,2025-01-15,Blue,team,Bulldog Esports,Lundqvist Lightside,35.5,1,31,15,94,1.0,1.0,0.0,46,5.0,2.0,15.0,1.0
NLC,2025-01-15,Red,team,Lundqvist Lightside,Bulldog Esports,35.5,0,15,32,28,0.0,0.0,1.0,47,5.0,2.0,15.0,1.0
LCKC,2025-01-16,Blue,team,DN Freecs Challengers,OKSavingsBank BRION Challengers,29.77,1,26,12,64,0.0,1.0,1.0,38,4.0,1.0,12.0,3.0
LCKC,2025-01-16,Red,team,OKSavingsBank BRION Challengers,DN Freecs Challengers,29.77,0,11,26,24,1.0,0.0,0.0,37,4.0,1.0,12.0,3.0
LCKC,2025-01-16,Blue,team,DRX Challengers,Nongshim Esports Academy,32.12,1,34,12,90,0.0,0.0,1.0,46,5.0,1.0,13.0,3.0
LCKC,2025-01-16,Red,team,Nongshim Esports Academy,DRX Challengers,32.12,0,12,34,28,1.0,1.0,0.0,46,5.0,1.0,13.0,3.0
LCKC,2025-01-16,Blue,team,KT Rolster Challengers,Hanwha Life Esports Challengers,40.95,1,20,25,44,1.0,1.0,0.0,45,5.0,1.0,16.0,3.0
LCKC,2025-01-16,Red,team,Hanwha Life Esports Challengers,KT Rolster Challengers,40.95,0,25,20,67,0.0,0.0,1.0,45,5.0,1.0,16.0,3.0
LCKC,2025-01-16,Blue,team,OKSavingsBank BRION Challengers,DN Freecs Challengers,27.53,0,8,24,18,1.0,0.0,0.0,32,3.0,1.0,11.0,2.0
LCKC,2025-01-16,Red,team,DN Freecs Challengers,OKSavingsBank BRION Challengers,27.53,1,24,8,61,0.0,1.0,1.0,32,3.0,1.0,11.0,2.0
LCKC,2025-01-16,Blue,team,Nongshim Esports Academy,DRX Challengers,29.95,0,5,15,13,1.0,0.0,0.0,20,4.0,1.0,8.0,1.0
LCKC,2025-01-16,Red,team,DRX Challengers,Nongshim Esports Academy,29.95,1,15,5,38,0.0,1.0,1.0,20,4.0,1.0,8.0,1.0
LCKC,2025-01-16,Blue,team,Hanwha Life Esports Challengers,KT Rolster Challengers,33.62,0,13,31,27,0.0,0.0,0.0,44,5.0,1.0,12.0,3.0
LCKC,2025-01-16,Red,team,KT Rolster Challengers,Hanwha Life Esports Challengers,33.62,1,31,13,79,1.0,1.0,1.0,44,5.0,1.0,12.0,3.0
LCK,2025-01-16,Blue,team,BNK FEARX,KT Rolster,31.9,0,7,27,13,1.0,0.0,0.0,34,4.0,1.0,11.0,1.0
LCK,2025-01-16,Red,team,KT Rolster,BNK FEARX,31.9,1,27,7,61,0.0,1.0,1.0,34,4.0,1.0,11.0,1.0
LCK,2025-01-16,Blue,team,BNK FEARX,KT Rolster,27.65,1,27,8,69,1.0,0.0,1.0,35,4.0,1.0,9.0,2.0
LCK,2025-01-16,Red,team,KT Rolster,BNK FEARX,27.65,0,8,27,15,0.0,1.0,0.0,35,4.0,1.0,9.0,2.0
LPL,2025-01-16,Blue,team,LGD Gaming,Anyone's Legend,33.48,0,14,23,32,0.0,0.0,1.0,37,3.0,1.0,14.0,1.0
LPL,2025-01-16,Red,team,Anyone's Legend,LGD Gaming,33.48,1,23,14,51,1.0,1.0,0.0,37,3.0,1.0,14.0,1.0
LCK,2025-01-16,Blue,team,KT Rolster,BNK FEARX,29.52,1,16,6,40,1.0,1.0,0.0,22,4.0,1.0,13.0,1.0
LCK,2025-01-16,Red,team,BNK FEARX,KT Rolster,29.52,0,6,16,19,0.0,0.0,1.0,22,4.0,1.0,13.0,1.0
LPL,2025-01-16,Blue,team,LGD Gaming,Anyone's Legend,27.73,0,15,24,33,1.0,0.0,1.0,39,3.0,1.0,10.0,1.0
LPL,2025-01-16,Red,team,Anyone's Legend,LGD Gaming,27.73,1,24,15,66,0.0,1.0,0.0,39,3.0,1.0,10.0,1.0
LCK,2025-01-16,Blue,team,Dplus KIA,T1,23.4,1,14,2,22,0.0,0.0,1.0,16,2.0,0.0,8.0,1.0
LCK,2025-01-16,Red,team,T1,Dplus KIA,23.4,0,2,14,3,1.0,1.0,0.0,16,2.0,0.0,8.0,1.0
LPL,2025-01-16,Blue,team,LGD Gaming,Anyone's Legend,43.43,0,22,29,57,0.0,0.0,0.0,51,5.0,3.0,13.0,2.0
LPL,2025-01-16,Red,team,Anyone's Legend,LGD Gaming,43.43,1,29,22,76,1.0,1.0,1.0,51,5.0,3.0,13.0,2.0
LCK,2025-01-16,Blue,team,T1,Dplus KIA,31.82,1,17,8,46,0.0,1.0,1.0,25,5.0,1.0,13.0,2.0
LCK,2025-01-16,Red,team,Dplus KIA,T1,31.82,0,7,17,14,1.0,0.0,0.0,24,5.0,1.0,13.0,2.0
LCK,2025-01-16,Blue,team,Dplus KIA,T1,34.07,1,18,9,58,0.0,0.0,1.0,27,5.0,1.0,10.0,1.0
LCK,2025-01-16,Red,team,T1,Dplus KIA,34.07,0,9,18,23,1.0,1.0,0.0,27,5.0,1.0,10.0,1.0
LVP SL,2025-01-16,Blue,team,Guasones,UCAM Esports,38.97,0,13,17,25,1.0,0.0,0.0,30,6.0,1.0,13.0,4.0
LVP SL,2025-01-16,Red,team,UCAM Esports,Guasones,38.97,1,17,13,42,0.0,1.0,1.0,30,6.0,1.0,13.0,4.0
NLC,2025-01-16,Blue,team,The Ruddy Sack,Rich Gang,27.82,0,7,22,14,0.0,0.0,0.0,29,4.0,1.0,11.0,2.0
NLC,2025-01-16,Red,team,Rich Gang,The Ruddy Sack,27.82,1,22,7,49,1.0,1.0,1.0,29,4.0,1.0,11.0,2.0
LVP SL,2025-01-16,Blue,team,Los Heretics,LUA Gaming,36.32,0,9,15,23,1.0,1.0,1.0,24,4.0,2.0,14.0,2.0
LVP SL,2025-01-16,Red,team,LUA Gaming,Los Heretics,36.32,1,15,9,39,0.0,0.0,0.0,24,4.0,2.0,14.0,2.0
NLC,2025-01-16,Blue,team,DMG Esports,Venomcrest Esports,28.17,0,9,17,18,0.0,0.0,0.0,26,4.0,0.0,10.0,1.0
NLC,2025-01-16,Red,team,Venomcrest Esports,DMG Esports,28.17,1,17,9,38,1.0,1.0,1.0,26,4.0,0.0,10.0,1.0
LVP SL,2025-01-16,Blue,team,Ramboot Club,Barça eSports,43.27,0,13,16,35,0.0,0.0,1.0,29,7.0,2.0,13.0,2.0
LVP SL,2025-01-16,Red,team,Barça eSports,Ramboot Club,43.27,1,16,13,35,1.0,1.0,0.0,29,7.0,2.0,13.0,2.0
NLC,2025-01-16,Blue,team,The Ruddy Sack,KAOS e-sport,22.87,1,11,6,24,0.0,1.0,1.0,17,3.0,0.0,9.0,1.0
NLC,2025-01-16,Red,team,KAOS e-sport,The Ruddy Sack,22.87,0,6,11,14,1.0,0.0,0.0,17,3.0,0.0,9.0,1.0
NLC,2025-01-16,Blue,team,Venomcrest Esports,Rich Gang,41.72,0,9,22,26,1.0,1.0,1.0,31,6.0,2.0,15.0,1.0
NLC,2025-01-16,Red,team,Rich Gang,Venomcrest Esports,41.72,1,22,9,52,0.0,0.0,0.0,31,6.0,2.0,15.0,1.0
LVP SL,2025-01-16,Blue,team,GIANTX Pride,Movistar KOI Fénix,23.2,1,12,3,31,0.0,0.0,1.0,15,2.0,0.0,8.0,1.0
LVP SL,2025-01-16,Red,team,Movistar KOI Fénix,GIANTX Pride,23.2,0,3,12,6,1.0,1.0,0.0,15,2.0,0.0,8.0,1.0
LVP SL,2025-01-16,Blue,team,ZETA,Veni Vidi Vici,32.43,0,6,24,15,0.0,1.0,1.0,30,5.0,1.0,13.0,3.0
LVP SL,2025-01-16,Red,team,Veni Vidi Vici,ZETA,32.43,1,24,6,55,1.0,0.0,0.0,30,5.0,1.0,13.0,3.0
NLC,2025-01-16,Blue,team,KAOS e-sport,DMG Esports,29.17,0,1,16,2,0.0,0.0,1.0,17,4.0,1.0,11.0,1.0
NLC,2025-01-16,Red,team,DMG Esports,KAOS e-sport,29.17,1,16,1,36,1.0,1.0,0.0,17,4.0,1.0,11.0,1.0
LCKC,2025-01-17,Blue,team,T1 Esports Academy,Gen.G Global Academy,29.47,1,12,7,24,1.0,0.0,1.0,19,4.0,1.0,10.0,1.0
LCKC,2025-01-17,Red,team,Gen.G Global Academy,T1 Esports Academy,29.47,0,7,12,17,0.0,1.0,0.0,19,4.0,1.0,10.0,1.0
LCKC,2025-01-17,Blue,team,BNK FEARX Youth,Dplus KIA Challengers,26.53,1,19,3,52,0.0,1.0,1.0,22,4.0,0.0,11.0,2.0
LCKC,2025-01-17,Red,team,Dplus KIA Challengers,BNK FEARX Youth,26.53,0,3,19,9,1.0,0.0,0.0,22,4.0,0.0,11.0,2.0
LCKC,2025-01-17,Blue,team,Dplus KIA Challengers,BNK FEARX Youth,23.73,0,5,18,6,1.0,0.0,1.0,23,3.0,0.0,11.0,1.0
LCKC,2025-01-17,Red,team,BNK FEARX Youth,Dplus KIA Challengers,23.73,1,18,5,42,0.0,1.0,0.0,23,3.0,0.0,11.0,1.0
LCKC,2025-01-17,Blue,team,T1 Esports Academy,Gen.G Global Academy,36.9,1,26,13,76,1.0,0.0,1.0,39,4.0,2.0,13.0,2.0
LCKC,2025-01-17,Red,team,Gen.G Global Academy,T1 Esports Academy,36.9,0,13,26,38,0.0,1.0,0.0,39,4.0,2.0,13.0,2.0
LCK,2025-01-17,Blue,team,Gen.G,Hanwha Life Esports,29.2,1,10,2,25,0.0,0.0,1.0,12,4.0,0.0,9.0,1.0
LCK,2025-01-17,Red,team,Hanwha Life Esports,Gen.G,29.2,0,2,10,2,1.0,1.0,0.0,12,4.0,0.0,9.0,1.0
LCK,2025-01-17,Blue,team,Hanwha Life Esports,Gen.G,23.17,0,8,27,21,0.0,1.0,0.0,35,3.0,0.0,10.0,2.0
LCK,2025-01-17,Red,team,Gen.G,Hanwha Life Esports,23.17,1,27,8,65,1.0,0.0,1.0,35,3.0,0.0,10.0,2.0
LPL,2025-01-17,Blue,team,EDward Gaming,Bilibili Gaming,32.12,0,7,20,16,1.0,0.0,0.0,27,5.0,1.0,13.0,3.0
LPL,2025-01-17,Red,team,Bilibili Gaming,EDward Gaming,32.12,1,20,7,42,0.0,1.0,1.0,27,5.0,1.0,13.0,3.0
LPL,2025-01-17,Blue,team,EDward Gaming,Bilibili Gaming,28.57,0,6,17,11,0.0,0.0,1.0,23,4.0,1.0,11.0,1.0
LPL,2025-01-17,Red,team,Bilibili Gaming,EDward Gaming,28.57,1,17,6,36,1.0,1.0,0.0,23,4.0,1.0,11.0,1.0
LCK,2025-01-17,Blue,team,Nongshim RedForce,OKSavingsBank BRION,41.13,1,27,17,61,0.0,0.0,0.0,44,6.0,2.0,14.0,2.0
LCK,2025-01-17,Red,team,OKSavingsBank BRION,Nongshim RedForce,41.13,0,17,27,40,1.0,1.0,1.0,44,6.0,2.0,14.0,2.0
LCP,2025-01-17,Blue,team,CTBC Flying Oyster,MGN Vikings Esports,41.58,0,10,17,19,1.0,0.0,0.0,27,6.0,2.0,14.0,1.0
